Input,Score,PPI
8h6p-model-59,0.3298,8h6p-model-59_A_Z
8h6p-model-6,0.1057,8h6p-model-6_A_Z
8h6p-model-60,0.2274,8h6p-model-60_A_Z
8h6p-model-61,0.1383,8h6p-model-61_A_Z
8h6p-model-62,0.2274,8h6p-model-62_A_Z
8h6p-model-63,0.0846,8h6p-model-63_A_Z
8h6p-model-64,0.3048,8h6p-model-64_A_Z
8h6p-model-65,0.1403,8h6p-model-65_A_Z
8h6p-model-66,0.1984,8h6p-model-66_A_Z
8h6p-model-67,0.1042,8h6p-model-67_A_Z
8h6p-model-68,0.1674,8h6p-model-68_A_Z
8h6p-model-69,0.2221,8h6p-model-69_A_Z
8h6p-model-7,0.279,8h6p-model-7_A_Z
8h6p-model-70,0.1073,8h6p-model-70_A_Z
8h6p-model-71,0.2274,8h6p-model-71_A_Z
8h6p-model-72,0.2274,8h6p-model-72_A_Z
8h6p-model-73,0.2831,8h6p-model-73_A_Z
8h6p-model-74,0.2274,8h6p-model-74_A_Z
8h6p-model-75,0.1618,8h6p-model-75_A_Z
8h6p-model-76,0.6847,8h6p-model-76_A_Z
8h6p-model-77,0.2274,8h6p-model-77_A_Z
8h6p-model-78,0.2463,8h6p-model-78_A_Z
8h6p-model-79,0.2823,8h6p-model-79_A_Z
8h6p-model-8,0.0751,8h6p-model-8_A_Z
8h6p-model-80,0.0715,8h6p-model-80_A_Z
8h6p-model-81,0.2274,8h6p-model-81_A_Z
8h6p-model-82,0.1013,8h6p-model-82_A_Z
8h6p-model-83,0.086,8h6p-model-83_A_Z
8h6p-model-84,0.1279,8h6p-model-84_A_Z
8h6p-model-85,0.2274,8h6p-model-85_A_Z
8h6p-model-86,0.2274,8h6p-model-86_A_Z
8h6p-model-87,0.2551,8h6p-model-87_A_Z
8h6p-model-88,0.1104,8h6p-model-88_A_Z
8h6p-model-89,0.0909,8h6p-model-89_A_Z
8h6p-model-9,0.1717,8h6p-model-9_A_Z
8h6p-model-90,0.2297,8h6p-model-90_A_Z
8h6p-model-91,0.2668,8h6p-model-91_A_Z
8h6p-model-92,0.2274,8h6p-model-92_A_Z
8h6p-model-93,0.0713,8h6p-model-93_A_Z
8h6p-model-94,0.0891,8h6p-model-94_A_Z
8h6p-model-95,0.1482,8h6p-model-95_A_Z
8h6p-model-96,0.2274,8h6p-model-96_A_Z
8h6p-model-97,0.3021,8h6p-model-97_A_Z
8h6p-model-98,0.2274,8h6p-model-98_A_Z
8h6p-model-99,0.1876,8h6p-model-99_A_Z
8hbn-model-1,0.0216,8hbn-model-1_A_Z
8hbn-model-10,0.1358,8hbn-model-10_A_Z
8hbn-model-100,0.133,8hbn-model-100_A_Z
8hbn-model-11,0.2366,8hbn-model-11_A_Z
8hbn-model-12,0.2887,8hbn-model-12_A_Z
8hbn-model-13,0.4071,8hbn-model-13_A_Z
8hbn-model-14,0.2552,8hbn-model-14_A_Z
8hbn-model-15,0.12,8hbn-model-15_A_Z
8hbn-model-16,0.0938,8hbn-model-16_A_Z
8hbn-model-17,0.1894,8hbn-model-17_A_Z
8hbn-model-18,0.171,8hbn-model-18_A_Z
8hbn-model-19,0.0857,8hbn-model-19_A_Z
8hbn-model-2,0.201,8hbn-model-2_A_Z
8hbn-model-20,0.3791,8hbn-model-20_A_Z
8hbn-model-21,0.2453,8hbn-model-21_A_Z
8hbn-model-22,0.1843,8hbn-model-22_A_Z
8hbn-model-23,0.1259,8hbn-model-23_A_Z
8hbn-model-24,0.1473,8hbn-model-24_A_Z
8hbn-model-25,0.2596,8hbn-model-25_A_Z
8hbn-model-26,0.0686,8hbn-model-26_A_Z
8hbn-model-27,0.2339,8hbn-model-27_A_Z
8hbn-model-28,0.2274,8hbn-model-28_A_Z
8hbn-model-29,0.1137,8hbn-model-29_A_Z
8hbn-model-3,0.5082,8hbn-model-3_A_Z
8hbn-model-30,0.1672,8hbn-model-30_A_Z
8hbn-model-31,0.2274,8hbn-model-31_A_Z
8hbn-model-32,0.3232,8hbn-model-32_A_Z
8hbn-model-33,0.1227,8hbn-model-33_A_Z
8hbn-model-34,0.3354,8hbn-model-34_A_Z
8hbn-model-35,0.0718,8hbn-model-35_A_Z
8hbn-model-36,0.1386,8hbn-model-36_A_Z
8hbn-model-37,0.251,8hbn-model-37_A_Z
8hbn-model-38,0.2335,8hbn-model-38_A_Z
8hbn-model-39,0.2286,8hbn-model-39_A_Z
8hbn-model-4,0.1573,8hbn-model-4_A_Z
8hbn-model-40,0.2014,8hbn-model-40_A_Z
8hbn-model-41,0.166,8hbn-model-41_A_Z
8hbn-model-42,0.3327,8hbn-model-42_A_Z
8hbn-model-43,0.1303,8hbn-model-43_A_Z
8hbn-model-44,0.1764,8hbn-model-44_A_Z
8hbn-model-45,0.2358,8hbn-model-45_A_Z
8hbn-model-46,0.1679,8hbn-model-46_A_Z
8hbn-model-47,0.2374,8hbn-model-47_A_Z
8hbn-model-48,0.2427,8hbn-model-48_A_Z
8hbn-model-49,0.0403,8hbn-model-49_A_Z
8hbn-model-5,0.0901,8hbn-model-5_A_Z
8hbn-model-50,0.2466,8hbn-model-50_A_Z
8hbn-model-51,0.4215,8hbn-model-51_A_Z
8hbn-model-52,0.2809,8hbn-model-52_A_Z
8hbn-model-53,0.1978,8hbn-model-53_A_Z
8hbn-model-54,0.1964,8hbn-model-54_A_Z
8hbn-model-55,0.198,8hbn-model-55_A_Z
8hbn-model-56,0.2482,8hbn-model-56_A_Z
8hbn-model-57,0.1731,8hbn-model-57_A_Z
8hbn-model-58,0.0953,8hbn-model-58_A_Z
8hbn-model-59,0.2282,8hbn-model-59_A_Z
8hbn-model-6,0.2262,8hbn-model-6_A_Z
8hbn-model-60,0.2274,8hbn-model-60_A_Z
8hbn-model-61,0.2088,8hbn-model-61_A_Z
8hbn-model-62,0.0953,8hbn-model-62_A_Z
8hbn-model-63,0.2409,8hbn-model-63_A_Z
8hbn-model-64,0.1849,8hbn-model-64_A_Z
8hbn-model-65,0.2404,8hbn-model-65_A_Z
8hbn-model-66,0.2238,8hbn-model-66_A_Z
8hbn-model-67,0.1531,8hbn-model-67_A_Z
8hbn-model-68,0.2537,8hbn-model-68_A_Z
8hbn-model-69,0.0741,8hbn-model-69_A_Z
8hbn-model-7,0.2358,8hbn-model-7_A_Z
8hbn-model-70,0.2274,8hbn-model-70_A_Z
8hbn-model-71,0.2474,8hbn-model-71_A_Z
8hbn-model-72,0.2231,8hbn-model-72_A_Z
8hbn-model-73,0.2577,8hbn-model-73_A_Z
8hbn-model-74,0.2688,8hbn-model-74_A_Z
8hbn-model-75,0.1544,8hbn-model-75_A_Z
8hbn-model-76,0.2003,8hbn-model-76_A_Z
8hbn-model-77,0.279,8hbn-model-77_A_Z
8hbn-model-78,0.2753,8hbn-model-78_A_Z
8hbn-model-79,0.1799,8hbn-model-79_A_Z
8hbn-model-8,0.1099,8hbn-model-8_A_Z
8hbn-model-80,0.0969,8hbn-model-80_A_Z
8hbn-model-81,0.262,8hbn-model-81_A_Z
8hbn-model-82,0.1472,8hbn-model-82_A_Z
8hbn-model-83,0.2272,8hbn-model-83_A_Z
8hbn-model-84,0.0964,8hbn-model-84_A_Z
8hbn-model-85,0.4781,8hbn-model-85_A_Z
8hbn-model-86,0.3709,8hbn-model-86_A_Z
8hbn-model-87,0.2791,8hbn-model-87_A_Z
8hbn-model-88,0.1067,8hbn-model-88_A_Z
8hbn-model-89,0.1227,8hbn-model-89_A_Z
8hbn-model-9,0.1726,8hbn-model-9_A_Z
8hbn-model-90,0.3036,8hbn-model-90_A_Z
8hbn-model-91,0.2274,8hbn-model-91_A_Z
8hbn-model-92,0.2236,8hbn-model-92_A_Z
8hbn-model-93,0.1696,8hbn-model-93_A_Z
8hbn-model-94,0.2324,8hbn-model-94_A_Z
8hbn-model-95,0.2274,8hbn-model-95_A_Z
8hbn-model-96,0.2818,8hbn-model-96_A_Z
8hbn-model-97,0.2331,8hbn-model-97_A_Z
8hbn-model-98,0.0544,8hbn-model-98_A_Z
8hbn-model-99,0.2274,8hbn-model-99_A_Z
8i2e-model-1,0.136,8i2e-model-1_A_Z
8i2e-model-10,0.2061,8i2e-model-10_A_Z
8i2e-model-100,0.0997,8i2e-model-100_A_Z
8i2e-model-11,0.1648,8i2e-model-11_A_Z
8i2e-model-12,0.2274,8i2e-model-12_A_Z
8i2e-model-13,0.1349,8i2e-model-13_A_Z
8i2e-model-14,0.2996,8i2e-model-14_A_Z
8i2e-model-15,0.2102,8i2e-model-15_A_Z
8i2e-model-16,0.1276,8i2e-model-16_A_Z
8i2e-model-17,0.2153,8i2e-model-17_A_Z
8i2e-model-18,0.4251,8i2e-model-18_A_Z
8i2e-model-19,0.2274,8i2e-model-19_A_Z
8i2e-model-2,0.1053,8i2e-model-2_A_Z
8i2e-model-20,0.2125,8i2e-model-20_A_Z
8i2e-model-21,0.1526,8i2e-model-21_A_Z
8i2e-model-22,0.3924,8i2e-model-22_A_Z
8i2e-model-23,0.2274,8i2e-model-23_A_Z
8i2e-model-24,0.1921,8i2e-model-24_A_Z
8i2e-model-25,0.2299,8i2e-model-25_A_Z
8i2e-model-26,0.2274,8i2e-model-26_A_Z
8i2e-model-27,0.7328,8i2e-model-27_A_Z
8i2e-model-28,0.2274,8i2e-model-28_A_Z
8i2e-model-29,0.235,8i2e-model-29_A_Z
8i2e-model-3,0.0635,8i2e-model-3_A_Z
8i2e-model-30,0.0603,8i2e-model-30_A_Z
8i2e-model-31,0.134,8i2e-model-31_A_Z
8i2e-model-32,0.2274,8i2e-model-32_A_Z
8i2e-model-33,0.586,8i2e-model-33_A_Z
8i2e-model-34,0.1373,8i2e-model-34_A_Z
8i2e-model-35,0.149,8i2e-model-35_A_Z
8i2e-model-36,0.2332,8i2e-model-36_A_Z
8i2e-model-37,0.2352,8i2e-model-37_A_Z
8i2e-model-38,0.1131,8i2e-model-38_A_Z
8i2e-model-39,0.096,8i2e-model-39_A_Z
8i2e-model-4,0.1639,8i2e-model-4_A_Z
8i2e-model-40,0.0872,8i2e-model-40_A_Z
8i2e-model-41,0.2879,8i2e-model-41_A_Z
8i2e-model-42,0.1135,8i2e-model-42_A_Z
8i2e-model-43,0.2425,8i2e-model-43_A_Z
8i2e-model-44,0.1005,8i2e-model-44_A_Z
8i2e-model-45,0.2274,8i2e-model-45_A_Z
8i2e-model-46,0.1033,8i2e-model-46_A_Z
8i2e-model-47,0.2274,8i2e-model-47_A_Z
8i2e-model-48,0.2858,8i2e-model-48_A_Z
8i2e-model-49,0.2274,8i2e-model-49_A_Z
8i2e-model-5,0.2274,8i2e-model-5_A_Z
8i2e-model-50,0.2274,8i2e-model-50_A_Z
8i2e-model-51,0.2078,8i2e-model-51_A_Z
8i2e-model-52,0.0693,8i2e-model-52_A_Z
8i2e-model-53,0.0727,8i2e-model-53_A_Z
8i2e-model-54,0.2274,8i2e-model-54_A_Z
8i2e-model-55,0.0948,8i2e-model-55_A_Z
8i2e-model-56,0.4075,8i2e-model-56_A_Z
8i2e-model-57,0.4297,8i2e-model-57_A_Z
8i2e-model-58,0.2274,8i2e-model-58_A_Z
8i2e-model-59,0.2274,8i2e-model-59_A_Z
8i2e-model-6,0.2274,8i2e-model-6_A_Z
8i2e-model-60,0.1494,8i2e-model-60_A_Z
8i2e-model-61,0.1747,8i2e-model-61_A_Z
8i2e-model-62,0.2,8i2e-model-62_A_Z
8i2e-model-63,0.091,8i2e-model-63_A_Z
8i2e-model-64,0.1961,8i2e-model-64_A_Z
8i2e-model-65,0.2126,8i2e-model-65_A_Z
8i2e-model-66,0.2423,8i2e-model-66_A_Z
8i2e-model-67,0.2091,8i2e-model-67_A_Z
8i2e-model-68,0.277,8i2e-model-68_A_Z
8i2e-model-69,0.0888,8i2e-model-69_A_Z
8i2e-model-7,0.1703,8i2e-model-7_A_Z
8i2e-model-70,0.3068,8i2e-model-70_A_Z
8i2e-model-71,0.2274,8i2e-model-71_A_Z
8i2e-model-72,0.2274,8i2e-model-72_A_Z
8i2e-model-73,0.1294,8i2e-model-73_A_Z
8i2e-model-74,0.0767,8i2e-model-74_A_Z
8i2e-model-75,0.0916,8i2e-model-75_A_Z
8i2e-model-76,0.1077,8i2e-model-76_A_Z
8i2e-model-77,0.1878,8i2e-model-77_A_Z
8i2e-model-78,0.4654,8i2e-model-78_A_Z
8i2e-model-79,0.1455,8i2e-model-79_A_Z
8i2e-model-8,0.1738,8i2e-model-8_A_Z
8i2e-model-80,0.1498,8i2e-model-80_A_Z
8i2e-model-81,0.2274,8i2e-model-81_A_Z
8i2e-model-82,0.227,8i2e-model-82_A_Z
8i2e-model-83,0.2274,8i2e-model-83_A_Z
8i2e-model-84,0.0781,8i2e-model-84_A_Z
8i2e-model-85,0.0905,8i2e-model-85_A_Z
8i2e-model-86,0.2298,8i2e-model-86_A_Z
8i2e-model-87,0.0865,8i2e-model-87_A_Z
8i2e-model-88,0.296,8i2e-model-88_A_Z
8i2e-model-89,0.2274,8i2e-model-89_A_Z
8i2e-model-9,0.168,8i2e-model-9_A_Z
8i2e-model-90,0.1344,8i2e-model-90_A_Z
8i2e-model-91,0.0954,8i2e-model-91_A_Z
8i2e-model-92,0.1181,8i2e-model-92_A_Z
8i2e-model-93,0.0556,8i2e-model-93_A_Z
8i2e-model-94,0.2251,8i2e-model-94_A_Z
8i2e-model-95,0.1106,8i2e-model-95_A_Z
8i2e-model-96,0.7164,8i2e-model-96_A_Z
8i2e-model-97,0.1448,8i2e-model-97_A_Z
8i2e-model-98,0.0878,8i2e-model-98_A_Z
8i2e-model-99,0.1176,8i2e-model-99_A_Z
8i5v-model-1,0.0093,8i5v-model-1_A_Z
8i5v-model-10,0.2287,8i5v-model-10_A_Z
8i5v-model-100,0.1533,8i5v-model-100_A_Z
8i5v-model-11,0.1747,8i5v-model-11_A_Z
8i5v-model-12,0.2311,8i5v-model-12_A_Z
8i5v-model-13,0.3768,8i5v-model-13_A_Z
8i5v-model-14,0.2877,8i5v-model-14_A_Z
8i5v-model-15,0.2365,8i5v-model-15_A_Z
8i5v-model-16,0.2061,8i5v-model-16_A_Z
8i5v-model-17,0.1128,8i5v-model-17_A_Z
8i5v-model-18,0.0718,8i5v-model-18_A_Z
8i5v-model-19,0.125,8i5v-model-19_A_Z
8i5v-model-2,0.2582,8i5v-model-2_A_Z
8i5v-model-20,0.2274,8i5v-model-20_A_Z
8i5v-model-21,0.2274,8i5v-model-21_A_Z
8i5v-model-22,0.2274,8i5v-model-22_A_Z
8i5v-model-23,0.2622,8i5v-model-23_A_Z
8i5v-model-24,0.2442,8i5v-model-24_A_Z
8i5v-model-25,0.2867,8i5v-model-25_A_Z
8i5v-model-26,0.2502,8i5v-model-26_A_Z
8i5v-model-27,0.2321,8i5v-model-27_A_Z
8i5v-model-28,0.2307,8i5v-model-28_A_Z
8i5v-model-29,0.1008,8i5v-model-29_A_Z
8i5v-model-3,0.4859,8i5v-model-3_A_Z
8i5v-model-30,0.2577,8i5v-model-30_A_Z
8i5v-model-31,0.2264,8i5v-model-31_A_Z
8i5v-model-32,0.1386,8i5v-model-32_A_Z
8i5v-model-33,0.1788,8i5v-model-33_A_Z
8i5v-model-34,0.1147,8i5v-model-34_A_Z
8i5v-model-35,0.1332,8i5v-model-35_A_Z
8i5v-model-36,0.2432,8i5v-model-36_A_Z
8i5v-model-37,0.2335,8i5v-model-37_A_Z
8i5v-model-38,0.2303,8i5v-model-38_A_Z
8i5v-model-39,0.2274,8i5v-model-39_A_Z
8i5v-model-4,0.2274,8i5v-model-4_A_Z
8i5v-model-40,0.2287,8i5v-model-40_A_Z
8i5v-model-41,0.2274,8i5v-model-41_A_Z
8i5v-model-42,0.0919,8i5v-model-42_A_Z
8i5v-model-43,0.2575,8i5v-model-43_A_Z
8i5v-model-44,0.2819,8i5v-model-44_A_Z
8i5v-model-45,0.2274,8i5v-model-45_A_Z
8i5v-model-46,0.1585,8i5v-model-46_A_Z
8i5v-model-47,0.2274,8i5v-model-47_A_Z
8i5v-model-48,0.0985,8i5v-model-48_A_Z
8i5v-model-49,0.2274,8i5v-model-49_A_Z
8i5v-model-5,0.2274,8i5v-model-5_A_Z
8i5v-model-50,0.1493,8i5v-model-50_A_Z
8i5v-model-51,0.2655,8i5v-model-51_A_Z
8i5v-model-52,0.2274,8i5v-model-52_A_Z
8i5v-model-53,0.1694,8i5v-model-53_A_Z
8i5v-model-54,0.1086,8i5v-model-54_A_Z
8i5v-model-55,0.2354,8i5v-model-55_A_Z
8i5v-model-56,0.2274,8i5v-model-56_A_Z
8i5v-model-57,0.2285,8i5v-model-57_A_Z
8i5v-model-58,0.1498,8i5v-model-58_A_Z
8i5v-model-59,0.2786,8i5v-model-59_A_Z
8i5v-model-6,0.1997,8i5v-model-6_A_Z
8i5v-model-60,0.2452,8i5v-model-60_A_Z
8i5v-model-61,0.4276,8i5v-model-61_A_Z
8i5v-model-62,0.1689,8i5v-model-62_A_Z
8i5v-model-63,0.2662,8i5v-model-63_A_Z
8i5v-model-64,0.5958,8i5v-model-64_A_Z
8i5v-model-65,0.093,8i5v-model-65_A_Z
8i5v-model-66,0.2274,8i5v-model-66_A_Z
8i5v-model-67,0.1138,8i5v-model-67_A_Z
8i5v-model-68,0.2274,8i5v-model-68_A_Z
8i5v-model-69,0.1431,8i5v-model-69_A_Z
8i5v-model-7,0.2274,8i5v-model-7_A_Z
8i5v-model-70,0.0779,8i5v-model-70_A_Z
8i5v-model-71,0.2592,8i5v-model-71_A_Z
8i5v-model-72,0.2087,8i5v-model-72_A_Z
8i5v-model-73,0.2553,8i5v-model-73_A_Z
8i5v-model-74,0.2558,8i5v-model-74_A_Z
8i5v-model-75,0.2906,8i5v-model-75_A_Z
8i5v-model-76,0.2084,8i5v-model-76_A_Z
8i5v-model-77,0.0645,8i5v-model-77_A_Z
8i5v-model-78,0.2455,8i5v-model-78_A_Z
8i5v-model-79,0.2274,8i5v-model-79_A_Z
8i5v-model-8,0.2371,8i5v-model-8_A_Z
8i5v-model-80,0.217,8i5v-model-80_A_Z
8i5v-model-81,0.2274,8i5v-model-81_A_Z
8i5v-model-82,0.2385,8i5v-model-82_A_Z
8i5v-model-83,0.2753,8i5v-model-83_A_Z
8i5v-model-84,0.2112,8i5v-model-84_A_Z
8i5v-model-85,0.1148,8i5v-model-85_A_Z
8i5v-model-86,0.2274,8i5v-model-86_A_Z
8i5v-model-87,0.2361,8i5v-model-87_A_Z
8i5v-model-88,0.2274,8i5v-model-88_A_Z
8i5v-model-89,0.2274,8i5v-model-89_A_Z
8i5v-model-9,0.1097,8i5v-model-9_A_Z
8i5v-model-90,0.2274,8i5v-model-90_A_Z
8i5v-model-91,0.4341,8i5v-model-91_A_Z
8i5v-model-92,0.2286,8i5v-model-92_A_Z
8i5v-model-93,0.0876,8i5v-model-93_A_Z
8i5v-model-94,0.2386,8i5v-model-94_A_Z
8i5v-model-95,0.2354,8i5v-model-95_A_Z
8i5v-model-96,0.2274,8i5v-model-96_A_Z
8i5v-model-97,0.2121,8i5v-model-97_A_Z
8i5v-model-98,0.2274,8i5v-model-98_A_Z
8i5v-model-99,0.233,8i5v-model-99_A_Z
8ont-model-1,0.2666,8ont-model-1_A_Z
8ont-model-10,0.3439,8ont-model-10_A_Z
8ont-model-100,0.0889,8ont-model-100_A_Z
8ont-model-11,0.2647,8ont-model-11_A_Z
8ont-model-12,0.1002,8ont-model-12_A_Z
8ont-model-13,0.1463,8ont-model-13_A_Z
8ont-model-14,0.5855,8ont-model-14_A_Z
8ont-model-15,0.5055,8ont-model-15_A_Z
8ont-model-16,0.7284,8ont-model-16_A_Z
8ont-model-17,0.6284,8ont-model-17_A_Z
8ont-model-18,0.2341,8ont-model-18_A_Z
8ont-model-19,0.1961,8ont-model-19_A_Z
8ont-model-2,0.2689,8ont-model-2_A_Z
8ont-model-20,0.1167,8ont-model-20_A_Z
8ont-model-21,0.2709,8ont-model-21_A_Z
8ont-model-22,0.3147,8ont-model-22_A_Z
8ont-model-23,0.2889,8ont-model-23_A_Z
8ont-model-24,0.25,8ont-model-24_A_Z
8ont-model-25,0.2109,8ont-model-25_A_Z
8ont-model-26,0.1405,8ont-model-26_A_Z
8ont-model-27,0.205,8ont-model-27_A_Z
8ont-model-28,0.502,8ont-model-28_A_Z
8ont-model-29,0.2758,8ont-model-29_A_Z
8ont-model-3,0.1493,8ont-model-3_A_Z
8ont-model-30,0.1577,8ont-model-30_A_Z
8ont-model-31,0.1046,8ont-model-31_A_Z
8ont-model-32,0.2905,8ont-model-32_A_Z
8ont-model-33,0.1119,8ont-model-33_A_Z
8ont-model-34,0.069,8ont-model-34_A_Z
8ont-model-35,0.6087,8ont-model-35_A_Z
8ont-model-36,0.4516,8ont-model-36_A_Z
8ont-model-37,0.1154,8ont-model-37_A_Z
8ont-model-38,0.2218,8ont-model-38_A_Z
8ont-model-39,0.6694,8ont-model-39_A_Z
8ont-model-4,0.2545,8ont-model-4_A_Z
8ont-model-40,0.09,8ont-model-40_A_Z
8ont-model-41,0.1956,8ont-model-41_A_Z
8ont-model-42,0.5803,8ont-model-42_A_Z
8ont-model-43,0.105,8ont-model-43_A_Z
8ont-model-44,0.1476,8ont-model-44_A_Z
8ont-model-45,0.6915,8ont-model-45_A_Z
8ont-model-46,0.1034,8ont-model-46_A_Z
8ont-model-47,0.1332,8ont-model-47_A_Z
8ont-model-48,0.6569,8ont-model-48_A_Z
8ont-model-49,0.2352,8ont-model-49_A_Z
8ont-model-5,0.3151,8ont-model-5_A_Z
8ont-model-50,0.1683,8ont-model-50_A_Z
8ont-model-51,0.235,8ont-model-51_A_Z
8ont-model-52,0.7186,8ont-model-52_A_Z
8ont-model-53,0.346,8ont-model-53_A_Z
8ont-model-54,0.1384,8ont-model-54_A_Z
8ont-model-55,0.1038,8ont-model-55_A_Z
8ont-model-56,0.0787,8ont-model-56_A_Z
8ont-model-57,0.4863,8ont-model-57_A_Z
8ont-model-58,0.1432,8ont-model-58_A_Z
8ont-model-59,0.2765,8ont-model-59_A_Z
8ont-model-6,0.2765,8ont-model-6_A_Z
8ont-model-60,0.3769,8ont-model-60_A_Z
8ont-model-61,0.7147,8ont-model-61_A_Z
8ont-model-62,0.1885,8ont-model-62_A_Z
8ont-model-63,0.1721,8ont-model-63_A_Z
8ont-model-64,0.1218,8ont-model-64_A_Z
8ont-model-65,0.2045,8ont-model-65_A_Z
8ont-model-66,0.509,8ont-model-66_A_Z
8ont-model-67,0.073,8ont-model-67_A_Z
8ont-model-68,0.1227,8ont-model-68_A_Z
8ont-model-69,0.4274,8ont-model-69_A_Z
8ont-model-7,0.2669,8ont-model-7_A_Z
8ont-model-70,0.246,8ont-model-70_A_Z
8ont-model-71,0.2274,8ont-model-71_A_Z
8ont-model-72,0.4032,8ont-model-72_A_Z
8ont-model-73,0.6229,8ont-model-73_A_Z
8ont-model-74,0.681,8ont-model-74_A_Z
8ont-model-75,0.137,8ont-model-75_A_Z
8ont-model-76,0.3063,8ont-model-76_A_Z
8ont-model-77,0.3324,8ont-model-77_A_Z
8ont-model-78,0.1059,8ont-model-78_A_Z
8ont-model-79,0.2795,8ont-model-79_A_Z
8ont-model-8,0.2274,8ont-model-8_A_Z
8ont-model-80,0.1757,8ont-model-80_A_Z
8ont-model-81,0.4276,8ont-model-81_A_Z
8ont-model-82,0.4466,8ont-model-82_A_Z
8ont-model-83,0.2369,8ont-model-83_A_Z
8ont-model-84,0.0958,8ont-model-84_A_Z
8ont-model-85,0.1871,8ont-model-85_A_Z
8ont-model-86,0.2983,8ont-model-86_A_Z
8ont-model-87,0.2157,8ont-model-87_A_Z
8ont-model-88,0.3275,8ont-model-88_A_Z
8ont-model-89,0.2972,8ont-model-89_A_Z
8ont-model-9,0.6374,8ont-model-9_A_Z
8ont-model-90,0.1348,8ont-model-90_A_Z
8ont-model-91,0.24,8ont-model-91_A_Z
8ont-model-92,0.0894,8ont-model-92_A_Z
8ont-model-93,0.1623,8ont-model-93_A_Z
8ont-model-94,0.2084,8ont-model-94_A_Z
8ont-model-95,0.6918,8ont-model-95_A_Z
8ont-model-96,0.1251,8ont-model-96_A_Z
8ont-model-97,0.2253,8ont-model-97_A_Z
8ont-model-98,0.1401,8ont-model-98_A_Z
8ont-model-99,0.1813,8ont-model-99_A_Z
8ot0-model-1,0.2065,8ot0-model-1_A_Z
8ot0-model-10,0.066,8ot0-model-10_A_Z
8ot0-model-100,0.4036,8ot0-model-100_A_Z
8ot0-model-11,0.1243,8ot0-model-11_A_Z
8ot0-model-12,0.0957,8ot0-model-12_A_Z
8ot0-model-13,0.194,8ot0-model-13_A_Z
8ot0-model-14,0.2956,8ot0-model-14_A_Z
8ot0-model-15,0.2223,8ot0-model-15_A_Z
8ot0-model-16,0.0899,8ot0-model-16_A_Z
8ot0-model-17,0.6495,8ot0-model-17_A_Z
8ot0-model-18,0.4837,8ot0-model-18_A_Z
8ot0-model-19,0.3313,8ot0-model-19_A_Z
8ot0-model-2,0.1052,8ot0-model-2_A_Z
8ot0-model-20,0.1226,8ot0-model-20_A_Z
8ot0-model-21,0.231,8ot0-model-21_A_Z
8ot0-model-22,0.0798,8ot0-model-22_A_Z
8ot0-model-23,0.3376,8ot0-model-23_A_Z
8ot0-model-24,0.2962,8ot0-model-24_A_Z
8ot0-model-25,0.2368,8ot0-model-25_A_Z
8ot0-model-26,0.5058,8ot0-model-26_A_Z
8ot0-model-27,0.0943,8ot0-model-27_A_Z
8ot0-model-28,0.2974,8ot0-model-28_A_Z
8ot0-model-29,0.1786,8ot0-model-29_A_Z
8ot0-model-3,0.1498,8ot0-model-3_A_Z
8ot0-model-30,0.0686,8ot0-model-30_A_Z
8ot0-model-31,0.6157,8ot0-model-31_A_Z
8ot0-model-32,0.2187,8ot0-model-32_A_Z
8ot0-model-33,0.2508,8ot0-model-33_A_Z
8ot0-model-34,0.1511,8ot0-model-34_A_Z
8ot0-model-35,0.3298,8ot0-model-35_A_Z
8ot0-model-36,0.1008,8ot0-model-36_A_Z
8ot0-model-37,0.5434,8ot0-model-37_A_Z
8ot0-model-38,0.1089,8ot0-model-38_A_Z
8ot0-model-39,0.1191,8ot0-model-39_A_Z
8ot0-model-4,0.1624,8ot0-model-4_A_Z
8ot0-model-40,0.6702,8ot0-model-40_A_Z
8ot0-model-41,0.0912,8ot0-model-41_A_Z
8ot0-model-42,0.0884,8ot0-model-42_A_Z
8ot0-model-43,0.2653,8ot0-model-43_A_Z
8ot0-model-44,0.1049,8ot0-model-44_A_Z
8ot0-model-45,0.3297,8ot0-model-45_A_Z
8ot0-model-46,0.2015,8ot0-model-46_A_Z
8ot0-model-47,0.1198,8ot0-model-47_A_Z
8ot0-model-48,0.2536,8ot0-model-48_A_Z
8ot0-model-49,0.1498,8ot0-model-49_A_Z
8ot0-model-5,0.2947,8ot0-model-5_A_Z
8ot0-model-50,0.2616,8ot0-model-50_A_Z
8ot0-model-51,0.2431,8ot0-model-51_A_Z
8ot0-model-52,0.1911,8ot0-model-52_A_Z
8ot0-model-53,0.203,8ot0-model-53_A_Z
8ot0-model-54,0.3208,8ot0-model-54_A_Z
8ot0-model-55,0.1166,8ot0-model-55_A_Z
8ot0-model-56,0.1448,8ot0-model-56_A_Z
8ot0-model-57,0.1757,8ot0-model-57_A_Z
8ot0-model-58,0.3096,8ot0-model-58_A_Z
8ot0-model-59,0.3762,8ot0-model-59_A_Z
8ot0-model-6,0.6534,8ot0-model-6_A_Z
8ot0-model-60,0.2716,8ot0-model-60_A_Z
8ot0-model-61,0.0881,8ot0-model-61_A_Z
8ot0-model-62,0.356,8ot0-model-62_A_Z
8ot0-model-63,0.085,8ot0-model-63_A_Z
8ot0-model-64,0.103,8ot0-model-64_A_Z
8ot0-model-65,0.241,8ot0-model-65_A_Z
